rank,manufacturer,num_products,total_ratings,manufacturer_weighted_score,simple_mean_product_rating
18076,MEETCCY Pandora Charms For Women Pandora Bracelet,2,467.0,4.0510995823319655,4.2
18077,Forbidden Body Jewelry,607,105103.0,4.05107577883166,3.8518945634266886
18078,Meena Fashion Jewellery,8,35.0,4.05103754874294,3.9625
18079,Satr and Sea,2,48.0,4.051033595289943,4.5
18080,Golditta,5,76.0,4.050982637169352,3.78
18081,"MECO Co., LTD",10,310.0,4.050950073979204,3.95
18082,Shqipe Jewelry,64,2205.0,4.050928607039108,3.9109375
18083,Boxed-gifts,7,36.0,4.050927732532696,3.814285714285714
18084,MoDTanOiz,35,549.0,4.050912249958828,4.2
18085,Shengtai,13,273.0,4.050839403873284,3.661538461538462
18086,SteelFever,1,44.0,4.0508318229495455,4.0
18087,Urwomin,1,44.0,4.0508318229495455,4.0
18088,Roxy Display Inc.,2,40.0,4.0508269830324615,4.0
18089,Shine Jewel Pvt. Ltd.,20,82.0,4.050805257558862,3.815
18090,K.V.ENTERPRISES,5,34.0,4.050804015359761,3.6799999999999997
18091,Maibey,24,116.0,4.05076434980147,4.208333333333333
18092,"Nifty Jewelry, Inc.",7,76.0,4.0507439671693755,4.442857142857143
18093,BSD,7,471.0,4.050733464044379,4.014285714285714
18094,LF,5,177.0,4.050677231076918,3.88
18095,Izpack,177,10625.0,4.050676178457644,3.9903954802259882
18096,Karl home,3,41.0,4.050505408821682,3.733333333333333
18097,REL INT'L,13,121.0,4.050494021938255,3.946153846153846
18098,yuefu,11,84.0,4.050492319151638,3.736363636363636
18099,Beads Hunter,14,65.0,4.050488213668414,4.457142857142857
18100,ACSB Jewelry,17,65.0,4.05047942858429,4.141176470588236
18101,CSIYANJRY99,28,975.0,4.050476039596428,3.8285714285714287
18102,JOYEN,21,414.0,4.050474786454875,4.0
18103,Ninefold Resources Trading LLC,14,36.0,4.050420904631135,3.564285714285714
18104,ZEROFEEL,2,63.0,4.0504152427135285,4.2
18105,LeCalla Junky Jewel,12,308.0,4.050362316886402,4.041666666666667
18106,Sither,38,1173.0,4.05036193509995,3.615789473684211
18107,Wiwpar,92,1648.0,4.05032942502999,3.8782608695652177
18108,No Brands,3,133.0,4.0502717276752325,4.0
18109,SSTTWWYY,5,75.0,4.050256775517029,3.9
18110,Bling Cartel,31,260.0,4.05017973013346,3.8193548387096774
18111,PYTZ0005,3,79.0,4.050169437311155,4.033333333333333
18112,Grand Royal Products,1,45.0,4.050154065310218,4.0
18113,HUANGYONG,1,45.0,4.050154065310218,4.0
18114,jr jewelry,1,45.0,4.050154065310218,4.0
18115,paiyuan Charms fits Pandorä Bracelet,1,45.0,4.050154065310218,4.0
18116,Hitech Overseas,10,37.0,4.050132904453033,3.45
18117,Jewelrycleaner.com,5,59.0,4.05001418280764,4.3
18118,xinpeng,29,1108.0,4.049953155417294,4.137931034482759
18119,Kingdom Hearts,4,33.0,4.049922165828839,3.8499999999999996
18120,Garosa,6,177.0,4.049898379705843,3.3666666666666667
18121,QX,12,157.0,4.0498265500154,3.5500000000000003
18122,Jakawin,19,6346.0,4.049783052911254,3.8894736842105266
18123,Cafurty,9,4439.0,4.049760007277036,3.688888888888889
18124,Raymondo Joe,2,72.0,4.049756017172835,4.0
18125,Abeillo,2,50.0,4.049734297488196,4.5
18126,Deeto,5,185.0,4.049702574873603,3.8
18127,Fenix-us,43,776.0,4.0496949911263656,4.030232558139535
18128,Zhaoshoping,28,175.0,4.0496395385656845,4.0321428571428575
18129,MALOYANVE,7,309.0,4.049567670419776,4.257142857142857
18130,Athabaska!,1,46.0,4.049494143398241,4.0
18131,SHIJUNHE,1,46.0,4.049494143398241,4.0
18132,Dhravida,4,184.0,4.049494143398241,4.0
18133,PANGG,1,46.0,4.049494143398241,4.0
18134,Landical,2,71.0,4.049421346811976,3.55
18135,Ethniq Jewelry,3,72.0,4.049420756539674,3.9
18136,WYZ,2,91.0,4.049400209013292,4.0
18137,I Jewels,75,11141.0,4.049396358951907,3.7293333333333334
18138,MOOOK25JEWELRY,63,1368.0,4.049384706577511,4.101587301587301
18139,Precious Stars,22,123.0,4.049343098969362,4.168181818181818
18140,Zina Sterling Silver,102,307.0,4.0492910256827095,3.784313725490196
18141,ReallyDobry,4,38.0,4.049277570112463,3.85
18142,Joddfly,2,30.0,4.049272340021342,3.9499999999999997
18143,AnghuiLin,11,291.0,4.0492626043756,4.2272727272727275
18144,Ai Fashion Jewelry,3,48.0,4.049229434650177,4.066666666666666
18145,Tai,76,182.0,4.049199417857988,3.740789473684211
18146,VJG,82,1238.0,4.049195641155465,3.775609756097561
18147,Vaduga's,8,513.0,4.049159521593425,4.1
18148,Hayneedle,23,223.0,4.049148079917973,3.9869565217391307
18149,KGHHJKWBEDKH,5,37.0,4.049117639294164,3.56
18150,Rebecca Minkoff,34,119.0,4.049052053058576,3.8088235294117645
18151,SL Gold Imports,2,130.0,4.04902918762896,4.05
18152,NEON NATION,5,1096.0,4.048994750389753,4.359999999999999
18153,Hiyong,18,4493.0,4.048965518720169,3.7722222222222226
18154,@MintSwag-Yang,7,179.0,4.048879992140608,4.042857142857143
18155,Poliphili,13,175.0,4.04887682757782,3.630769230769231
18156,CF,2,94.0,4.048851362315147,4.0
18157,ORROUS & CO Legacy CollectionStud Earrings,1,47.0,4.048851362315147,4.0
18158,SZKIO,1,47.0,4.048851362315147,4.0
18159,PDMQUAN3,16,78.0,4.048779039322915,3.85625
18160,UGE,5,32.0,4.048767345162609,3.8600000000000003
18161,Voila Reve,4,37.0,4.048741946005092,4.15
18162,EDFORCE,34,149.0,4.048680551576279,3.7852941176470587
18163,MBLife,29,218.0,4.048632120842044,3.9896551724137934
18164,Indivo,54,328.0,4.048617557265268,3.8981481481481484
18165,"Yiwu shuoling E-Commerce Co.,Ltd",30,927.0,4.04859353211838,3.993333333333333
18166,PAWALT,2,911.0,4.048585498422873,4.05
18167,xxiaoTHAWxe,5,50.0,4.048564166284314,4.62
18168,Ancino,3,31.0,4.048535782293776,3.8333333333333335
18169,Hanfeier,42,2518.0,4.0485299396940135,4.026190476190476
18170,Alisa Michelle,17,30.0,4.0485025669565875,3.5941176470588236
18171,Sorand,3,34.0,4.048387551385346,4.3
18172,Kaiser International Inc.,1,48.0,4.048225062798286,4.0
18173,GUANGZHENSPD,1,48.0,4.048225062798286,4.0
18174,NEEBAO,1,48.0,4.048225062798286,4.0
18175,Energy Stone Eclectic International Corporation,1,48.0,4.048225062798286,4.0
18176,UNQUER,1,48.0,4.048225062798286,4.0
18177,XCFS,77,3252.0,4.048218205365529,3.9025974025974026
18178,The Jewelbox,20,45.0,4.048122323426733,3.6
18179,Aojun,8,108.0,4.048058471008219,3.8375
18180,Titanium Kay,97,1255.0,4.048039743788022,4.195876288659794
18181,VALENTES,5,74.0,4.048018555901663,3.6399999999999997
18182,MMCreations,2,97.0,4.047916694264146,4.0
18183,HAESOOL,6,170.0,4.047852438897047,3.8666666666666667
18184,Thorogood,7,324.0,4.04775799224039,3.585714285714286
18185,Hazms,8,1717.0,4.0477051990627615,3.9875000000000003
18186,Orangelove,27,1617.0,4.047664265120108,3.7925925925925927
18187,NYBK GROUP,121,10140.0,4.047643620479014,4.033884297520661
18188,EY-Y-1118,1,49.0,4.0476146189653965,4.0
18189,EY-Y-1117,1,49.0,4.0476146189653965,4.0
18190,Hongyi,1,49.0,4.0476146189653965,4.0
18191,EY-Y-1112,1,49.0,4.0476146189653965,4.0
18192,EY-Y-1111,1,49.0,4.0476146189653965,4.0
18193,EY-Y-1115,1,49.0,4.0476146189653965,4.0
18194,Feelontop,77,545.0,4.047608659138585,3.8051948051948052
18195,V3 Designs,22,43.0,4.047500214906611,3.459090909090909
18196,Jpwpowe,14,66.0,4.047482950202247,3.914285714285714
18197,lifelovevc,8,222.0,4.047367535601564,3.0250000000000004
18198,Creative Gifts International,6,48.0,4.047365418616997,3.3666666666666667
18199,HiMeiping,2,54.0,4.047325097914292,4.5
18200,ChicOpick,9,118.0,4.047319711872929,3.9444444444444446
18201,SHINEstyle,3,128.0,4.0473156407670725,4.033333333333333
18202,Libobo_12,15,89.0,4.047300497994147,3.9266666666666667
18203,Andelaisi,35,136.0,4.047297727925658,2.8771428571428572
18204,Amrita Singh,45,78.0,4.0470485229574376,3.8955555555555557
18205,LAOFOO,5,250.0,4.047019436228329,4.0
18206,Sanba,1,50.0,4.047019436228329,4.0
18207,MIAO YUAN 3000004,1,50.0,4.047019436228329,4.0
18208,Famalo,2,100.0,4.047019436228329,4.0
18209,Kndatle,2,32.0,4.046990323875355,3.9
18210,BEEginnings,2,32.0,4.046990323875355,3.9
18211,OPIL,2,57.0,4.046987434894521,3.85
18212,Ouhong,2,79.0,4.0469472388208585,4.05
18213,Canlyn,3,761.0,4.046910621518436,4.166666666666667
18214,Pearbee,2,31.0,4.046893556051868,3.9
18215,D&Jcufflinks,2,43.0,4.046851215658088,4.15
18216,DGZX,17,1189.0,4.046824070810829,4.011764705882353
18217,kpopshop,10,281.0,4.046811860917472,4.2700000000000005
18218,Luchttue,17,146.0,4.046771016933657,3.8764705882352946
18219,Basic House,8,148.0,4.046755304754375,3.875
18220,Jewel India,20,121.0,4.0467270618598095,3.6700000000000004
18221,samgo,15,56.0,4.046535274349265,3.606666666666667
18222,Pretty Jewellery,13,47.0,4.046471133349937,3.4153846153846152
18223,ZGRZPMGR,1,51.0,4.046438949361312,4.0
18224,MABOHITY 2 Pairs Stainless Steel Punk Spike Screw Bolt Stud Earrings Piercing Jewelry for Men Women…,1,51.0,4.046438949361312,4.0
18225,JBENG,1,51.0,4.046438949361312,4.0
18226,XAN,1,51.0,4.046438949361312,4.0
18227,sameno,1,51.0,4.046438949361312,4.0
18228,K Boutique,15,116.0,4.046353693817347,4.173333333333334
18229,French Connection Jewelry,35,254.0,4.046307873476278,4.054285714285714
18230,YIDULA,49,1292.0,4.046283232040545,4.006122448979592
18231,Brstjewey-02,25,124.0,4.046277343959061,3.508
18232,TIRIO,2,81.0,4.0462626268198365,4.0
18233,Amscan,23,1103.0,4.046221624337555,3.9217391304347826
18234,BikerJewelleryShop,51,189.0,4.046186984363835,3.9411764705882355
18235,VECANCE,7,68.0,4.046154917494815,4.2
18236,Star Jewelry,20,1801.0,4.046131725293509,4.005
18237,Streets Ahead,35,86.0,4.046068954707107,4.1
18238,Oyster & Pearls Inc.,14,70.0,4.046055179746321,3.7785714285714285
18239,ZYQ,34,1633.0,4.04604809284823,4.044117647058823
18240,Jumping Birthstone,6,106.0,4.046040741776694,3.9166666666666665
18241,jensenforyou,2,39.0,4.04595693529306,4.0
18242,GOLDENIS,3,43.0,4.045926537522567,3.866666666666667
18243,lvjing,1,52.0,4.045872620710565,4.0
18244,V2G1K2HJ.d,1,52.0,4.045872620710565,4.0
18245,Shinningstar,1,52.0,4.045872620710565,4.0
18246,GIOIA UK LTD,1,52.0,4.045872620710565,4.0
18247,superstar shop,1,52.0,4.045872620710565,4.0
18248,JMsDream,1,52.0,4.045872620710565,4.0
18249,Improv,1,52.0,4.045872620710565,4.0
18250,KOVOT,1,52.0,4.045872620710565,4.0
18251,NPL,1,52.0,4.045872620710565,4.0
18252,ForFashion,6,77.0,4.045864039364099,4.033333333333333
18253,"Charles J. Winston, Inc.",27,195.0,4.045844169220699,3.988888888888889
18254,Littlepa,15,85.0,4.045840263381853,3.5133333333333336
18255,g24,5,80.0,4.045803990753685,3.5799999999999996
18256,MC,11,59.0,4.0458016802456855,3.972727272727273
18257,VanHariacc,12,117.0,4.045763678873316,4.091666666666667
18258,Forever family,29,52.0,4.045758954969809,3.341379310344828
18259,Juexica,10,182.0,4.045757487402211,3.97
18260,PLATO H,4,90.0,4.045678447642742,4.050000000000001
18261,WholesaleGemShop,22,380.0,4.0456676945729955,3.9318181818181817
18262,Kstyle Jewelry,141,966.0,4.045629189086219,3.9056737588652486
18263,BRK Studio,144,557.0,4.045608969176389,3.6340277777777774
18264,iSonic,9,124.0,4.045434720379031,3.322222222222222
18265,Rubie's Costume Co.,2,34.0,4.045377907962153,3.55
18266,Gurzita,1,53.0,4.0453199385333285,4.0
18267,Bagatelle,2,106.0,4.0453199385333285,4.0
18268,CVAYU,1,53.0,4.0453199385333285,4.0
18269,ReisJewelry pandöra charms mom birthstone,1,53.0,4.0453199385333285,4.0
18270,NFASHIONSO,4,212.0,4.0453199385333285,4.0
18271,Hebei Qingwei,1,53.0,4.0453199385333285,4.0
18272,Zuijiangnan Technology – Private Label,1,53.0,4.0453199385333285,4.0
18273,S&S Worldwide,1,53.0,4.0453199385333285,4.0
18274,GEMORO,1,53.0,4.0453199385333285,4.0
18275,Plage,4,46.0,4.0452850645438065,3.8499999999999996
18276,NINE WEST VINTAGE AMERICA,229,500.0,4.0452768928942,4.068995633187773
18277,VVS JEWELRY STORE,8,36.0,4.0452352440837265,4.025
18278,Save4Pay Inc.,5,110.0,4.0451842197567744,4.2
18279,A&J.,6,103.0,4.045173984499929,3.85
18280,ecclave,10,180.0,4.045124130770995,3.95
18281,WLLAY,62,1434.0,4.0450890744304555,4.074193548387097
18282,REETAN,15,649.0,4.045072278609116,3.3466666666666667
18283,TINYSAND,3,105.0,4.045056114756747,3.9666666666666663
18284,Blinkee,8,163.0,4.0450340431213805,3.9499999999999997
18285,IdealCutGems,4,50.0,4.045030079231056,3.775
18286,Toltec Trading Company,150,417.0,4.044978244443112,4.1066666666666665
18287,NA BEAUTY,9,1276.0,4.044958131780451,3.8333333333333335
18288,Sahaa,22,301.0,4.044862341271612,3.9863636363636363
18289,America Phoenix,2,84.0,4.044792480540412,4.05
18290,MEETCCY Pandor-a Charms For Women Pandor-a Bracelet,1,54.0,4.044780415455552,4.0
18291,OnairMall,1,54.0,4.044780415455552,4.0
18292,Chatoyant,2,108.0,4.044780415455552,4.0
18293,Shiny Alice,3,331.0,4.044777127777523,3.9333333333333336
18294,Donald Trump,5,40.0,4.044724232599436,4.04
18295,RF RIZIR FASHION,25,1451.0,4.044617242959164,3.9
18296,Zhang shine,14,167.0,4.044602138455147,4.185714285714286
18297,PERFECTJEWELZ,24,64.0,4.044531919888069,3.7416666666666667
18298,AGENDA,5,78.0,4.044516522454551,4.4
18299,Miraclelove,5,252.0,4.0445003045637264,4.04
18300,Jewelryonclick,65,256.0,4.044400176706915,3.6553846153846155
18301,Bubble Body Piercing,82,505.0,4.044386477141492,3.704878048780488
18302,MingsunTan,4,93.0,4.044380192301104,4.275
18303,Tobeffect,5,66.0,4.044313250247499,3.8
18304,YINOX,12,107.0,4.044259171428175,3.858333333333333
18305,LN LOVE NEST,2,110.0,4.044253587038428,4.0
18306,Aspire,1,55.0,4.044253587038428,4.0
18307,Forever Queen Compatible with pandora charms,1,55.0,4.044253587038428,4.0
18308,Nulink,1,55.0,4.044253587038428,4.0
18309,LOAYHOAY,6,141.0,4.044107592581107,3.966666666666667
18310,WENSDIA,41,492.0,4.044081307700393,3.9560975609756093
18311,X-Prowell,3,30.0,4.044038872456658,3.7999999999999994
18312,ProExl,26,608.0,4.044031000765164,3.773076923076923
18313,Pure Life,2,63.0,4.043934041585694,3.85
18314,HuaNian Jewelry,3,88.0,4.043868988100534,4.1000000000000005
18315,Doris&Jacky,2,34.0,4.043862870175879,3.9
18316,JYM JEWELRY,6,168.0,4.043853305008413,4.0
18317,Libera Collection,8,111.0,4.043853289451247,4.1375
18318,Yunanwa,1,56.0,4.043739010444957,4.0
18319,DASCO,1,56.0,4.043739010444957,4.0
18320,Sealike,2,305.0,4.04370303807277,4.0
18321,KnSam,7,56.0,4.043692862712553,4.4714285714285715
18322,"Beijing Joying Jahon Trade Co., Ltd",33,224.0,4.043679786216992,3.836363636363636
18323,Great Eastern Entertainment Co.,3,56.0,4.043618629572392,3.9
18324,RINHOO FRIENDSHIP,57,10750.0,4.043540554793964,3.963157894736842
18325,USKS,4,66.0,4.043440131854854,3.875
18326,CACESTONE,2,64.0,4.043418987911074,3.85
18327,ZZ ZINFANDEL,33,3375.0,4.04333840904814,4.051515151515151
18328,Monobijoux,16,176.0,4.043295323800657,3.79375
18329,Best Luck,1,57.0,4.043236263198463,4.0
18330,XFOX Jewelry,8,37.0,4.04321029874407,3.8375
18331,n.a,13,187.0,4.0431865794462025,4.138461538461538
18332,Joss+Lyn,6,34.0,4.043180809475247,3.6
18333,NAUTICALMART INC,3,76.0,4.043162327435925,3.6
18334,Pnsgisr,23,369.0,4.043150037169602,4.130434782608695
18335,TOOGOO(R),58,918.0,4.043130419438005,3.7672413793103448
18336,Topwatchparts,30,389.0,4.043060604172242,3.42
18337,Trusuper,9,115.0,4.043054542174952,3.7222222222222223
18338,House of Harlow 1960,121,367.0,4.0429697089110075,4.030578512396694
18339,SHASHI,115,1080.0,4.042958861878209,3.5660869565217395
18340,abcsell,6,65.0,4.042876408245783,3.883333333333333
18341,XINBADA,2,440.0,4.042759858992852,4.25
18342,Convertiblez,5,147.0,4.042752137325208,4.12
18343,Cooyeah,1,58.0,4.042744942025753,4.0
18344,Coscos,1,58.0,4.042744942025753,4.0
18345,CocHome,1,58.0,4.042744942025753,4.0
18346,SENTOP,1,58.0,4.042744942025753,4.0
18347,Paz creations,2,49.0,4.042740180944063,3.95
18348,Aisifx,11,133.0,4.0427053322588815,3.6818181818181817
18349,Yurielys,4,105.0,4.042703389602513,4.225
18350,AnVei-Nao,15,1684.0,4.042688074997746,4.026666666666666
18351,The Karat Shop,3,85.0,4.04253936761693,3.9
18352,LFaize,2,89.0,4.042535151113567,3.9
18353,super1798,7,43.0,4.042514003879682,3.6000000000000005
18354,Opulence,2,44.0,4.042494417510434,3.85
18355,Arsimus,25,878.0,4.04245757169951,3.988
18356,BLINGFACTORY,86,1381.0,4.0423051865917055,3.8360465116279068
18357,BX Glow,9,347.0,4.042299687928808,3.6999999999999997
18358,Idin,50,135.0,4.0422892773044135,4.002
18359,Stackable Creations,1,59.0,4.0422646617782725,4.0
18360,Ann & Snow,1,59.0,4.0422646617782725,4.0
18361,"Kang Chen Trading Co., Ltd.",5,295.0,4.0422646617782725,4.0
18362,Lopthaccezzg,2,37.0,4.042246644503898,4.25
18363,QingZake,11,850.0,4.042142702965729,4.009090909090909
18364,BulingVV,32,618.0,4.042083584810761,3.7
18365,Majesto Jewelry,110,2197.0,4.042057048017062,3.8
18366,Jewelry Best Buy,29,104.0,4.041935436688555,3.5931034482758624
18367,ADKOMN,5,38.0,4.041920830616829,3.8600000000000003
18368,Octwine,28,418.0,4.041916803002188,3.65
18369,maylover,2,36.0,4.041880646264191,4.2
18370,MAIWEIXI,4,508.0,4.041800265455588,4.175
18371,ARAIYA FINE JEWELRY,27,151.0,4.041798878633642,3.6074074074074076
18372,Gersoniel,1,60.0,4.041795054425181,4.0
18373,Milano Chains,1,60.0,4.041795054425181,4.0
18374,Lourve,20,144.0,4.041789327494245,3.975
18375,Ewatchparts,20,60.0,4.041764628433871,3.59
18376,Fashion With A Purpose,2,65.0,4.041763956911448,4.5
18377,Lola Fashion Accessories,17,74.0,4.041723956227212,3.7529411764705882
18378,55Carat,119,917.0,4.041712963788962,3.881512605042017
18379,CharmsStory,111,1678.0,4.041683590441771,3.9855855855855853
18380,Add beauty today,2,47.0,4.041627032847469,3.85
18381,JJMG,3,41.0,4.041556004230525,3.8333333333333335
18382,yihan,2,119.0,4.041535184710313,4.0
18383,Canaria,89,552.0,4.04139925958103,3.8022471910112356
18384,"Incolor Concepts, inc",2,75.0,4.041364161314558,3.95
18385,JMQJewelry fit pandöra bracelet charms,1,61.0,4.041335768112816,4.0
18386,Qitian jewelry,1,61.0,4.041335768112816,4.0
18387,Shehamdy,1,61.0,4.041335768112816,4.0
18388,Italian Charms Bracelets INC,901,1951.0,4.041241017844061,4.055049944506104
18389,Seecoco,5,45.0,4.041225878199561,3.34
18390,Abernook,75,404.0,4.041209404277731,3.6159999999999997
18391,Molar,9,372.0,4.0412079677434205,3.8000000000000003
18392,WeiYin,8,78.0,4.041114927586747,3.6375
18393,GOTOTOP,5,51.0,4.041061945681025,3.56
18394,ShineSand,15,7453.0,4.04105960075482,4.1066666666666665
18395,AYT_RINGS,11,71.0,4.040909785846791,4.0181818181818185
18396,Mecresh,3,186.0,4.040886466285503,4.0
18397,FashionTime,1,62.0,4.040886466285503,4.0
18398,2pc no Quote Heart necklace SL RG,1,62.0,4.040886466285503,4.0
18399,CORIEX,1,62.0,4.040886466285503,4.0
18400,ShonanM,1,62.0,4.040886466285503,4.0
18401,ALOPW,1,62.0,4.040886466285503,4.0
18402,Purplebox Jewelry,6,108.0,4.0408657270472155,3.9
18403,Yarmoire,5,90.0,4.0408657270472155,3.9
18404,Rulercosplay,2,36.0,4.0408657270472155,3.9
18405,Gemily,9,287.0,4.040828780360322,4.011111111111111
18406,BVGA COMPANY,6,324.0,4.040821816327206,4.383333333333334
18407,Meoliny,16,272.0,4.040790659321825,3.70625
18408,techdealz,3,60.0,4.040706991680737,3.8666666666666667
18409,FG,18,631.0,4.040672792839655,3.8388888888888886
18410,VenetiaDiamond,4,86.0,4.040655538247257,4.25
18411,JUNTEN,9,97.0,4.040615483227444,4.1
18412,Devon Leigh,39,96.0,4.040605322289271,3.7358974358974355
18413,The Luxar Company,2,76.0,4.040510529949659,3.95
18414,Park & Luxe,15,291.0,4.040447941157804,4.033333333333333
18415,NED,1,63.0,4.040446826863079,4.0
18416,CZBYXA12,1,63.0,4.040446826863079,4.0
18417,FashionNecklaceBraceletAnklet,1,63.0,4.040446826863079,4.0
18418,VKIZA,1,63.0,4.040446826863079,4.0
18419,Felji,1,63.0,4.040446826863079,4.0
18420,Wekicici,18,340.0,4.04040507739463,3.9833333333333334
18421,YOMXL,7,39.0,4.040377040917812,3.642857142857143
18422,CHARLINLIOL,4,77.0,4.040293243548475,4.199999999999999
18423,jbt,7,52.0,4.040258462421745,3.8428571428571425
18424,LaSua Men's Jewelry,13,161.0,4.040220985431905,3.923076923076923
18425,Lobal Domination,5,94.0,4.0400772083655205,4.62
18426,fxmimior,46,13741.0,4.040044978321366,3.4478260869565216
18427,VENTIGA,1,64.0,4.040016541470918,4.0
18428,AMTOOCH,1,64.0,4.040016541470918,4.0
18429,7Z ACC,128,2243.0,4.039805166794027,3.6546875
18430,MenXu,3,85.0,4.039797411471,4.233333333333333
18431,Beyond Just basics,3,1207.0,4.03977585757766,4.033333333333333
18432,Yopicks,28,24609.0,4.039630151974434,4.146428571428571
18433,EzPacking,3,195.0,4.039595314718594,4.0
18434,Senvate,1,65.0,4.039595314718593,4.0
18435,Cosydays,2,214.0,4.039506803120168,4.05
18436,Suncharm,4,490.0,4.039469165244529,4.050000000000001
18437,Cruise On,4,219.0,4.039376837376595,3.95
18438,Heorreo,3,30.0,4.039327834899599,2.9333333333333336
18439,R&R Jewelers,15,826.0,4.039270618988379,4.026666666666666
18440,LittleB,38,2219.0,4.039241229124331,3.710526315789474
18441,HNS,4,42.0,4.039222062764823,4.1
18442,BFTGHV,8,58.0,4.039206571759504,3.4
18443,IKEA,1,66.0,4.039182863523608,4.0
18444,Phogary,1,66.0,4.039182863523608,4.0
18445,AttractionOil Gifts,16,133.0,4.039088395212049,4.2375
18446,SEVENHOPE,15,201.0,4.039053789772297,3.8400000000000003
18447,LCD,17,147.0,4.038954945374005,3.823529411764706
18448,"MoDTanOiz - 1/2"" ( 12mm ) Plugs, Tunnels",8,32.0,4.038944996664358,3.75
18449,RUITASA,6,166.0,4.038896647616228,4.116666666666666
18450,UOROMINE,2,60.0,4.038807585495383,3.55
18451,Ovtel,1,67.0,4.038778916476972,4.0
18452,Ouzheng,1,67.0,4.038778916476972,4.0
18453,FROZIO,1,67.0,4.038778916476972,4.0
18454,ReisJewelry pandöra charms letter D,1,67.0,4.038778916476972,4.0
18455,Harry Mason Inc,8,31.0,4.038744348042424,4.075
18456,EAGLE CREST,5,83.0,4.0386298546152855,3.96
18457,fangdahuanbaokejiyouxiangongsi,15,220.0,4.038607197903926,3.8666666666666667
18458,Frye Jewelry,22,145.0,4.03854141824282,3.7818181818181817
18459,UNKNON,5,86.0,4.0385382488799,4.18
18460,tinysiry,2,124.0,4.038532500578444,4.0
18461,H.ZHENYUE Charms Fit Pandora Disney Star Wars Harry Potter Pixar Marvel The Avengers Winnie Birthday,2,30.0,4.038455931850124,2.9
18462,SPARKLE BARGAINS,95,3368.0,4.03843643449201,3.9021052631578947
18463,My Jewelry Passion,57,1673.0,4.03841190378999,4.033333333333333
18464,ReisJewelry pandöra charms letter L,1,68.0,4.038383213247616,4.0
18465,ReisJewelry pandöra charms letter F,1,68.0,4.038383213247616,4.0
18466,YZJ-HD,1,68.0,4.038383213247616,4.0
18467,Holl & Main,1,68.0,4.038383213247616,4.0
18468,Zen Styles,25,423.0,4.038325741375285,3.588
18469,Avia Essentials,6,40.0,4.03831048729401,4.183333333333334
18470,Evangelia.YM Women Quartz Watch,14,75.0,4.038300165494303,3.957142857142857
18471,PRAANJAL,62,1147.0,4.038251288509897,3.8499999999999996
18472,AUBOCK,2,80.0,4.038181501190727,3.95
18473,4 Seasons Global Inc,3,74.0,4.038061980396768,3.8000000000000003
18474,Nano Clear,1,69.0,4.037995504022892,4.0
18475,Yitour Inc,1,69.0,4.037995504022892,4.0
18476,BelleLibre,2,38.0,4.037990916291149,3.9
18477,Gems On Display,5,99.0,4.0379120867514455,3.94
18478,SIPELATY,19,1783.0,4.0378877353142615,3.884210526315789
18479,BLUE BLING,29,222.0,4.037780431300747,3.4896551724137934
18480,Chateau D'Argent Inc,182,6250.0,4.037667425369396,3.815934065934066
18481,gemmartusa,3,197.0,4.037619587868622,3.9
18482,ALEXTREME,1,70.0,4.037615548982663,4.0
18483,TooTwo,1,70.0,4.037615548982663,4.0
18484,Supredog,1,70.0,4.037615548982663,4.0
18485,Sterling Manufacturers,94,2096.0,4.037454428430319,4.44468085106383
18486,XBY-US,8,295.0,4.03745425425747,3.8875
18487,The Fmoon,76,2254.0,4.037402718285956,4.114473684210526
18488,Jin Chen,7,203.0,4.037398117042282,3.9285714285714284
18489,Candy Clover,4,118.0,4.037390673187963,3.825
18490,My Little Pony,34,369.0,4.037370016967832,4.261764705882353
18491,U-M,23,218.0,4.037317935985816,3.2956521739130435
18492,WOCOOL,2,142.0,4.037243117804617,4.0
18493,Pearl and Gem Designs,3,110.0,4.037195604443511,3.866666666666667
18494,FashionNow Jewelry,4,61.0,4.037171547918441,4.175
18495,Kigmay Jewelry,13,218.0,4.037126538275729,3.8076923076923075
18496,Mengmei,9,48.0,4.037123995913347,4.355555555555556
18497,Eakxnig,3,175.0,4.036899279979772,4.333333333333333
18498,HillBilly TM,1,72.0,4.03687798919869,4.0
18499,Square Stones Inside Gold IP over 316L Surgical Steel Double Flared Freedom Fashion Tunnels,1,72.0,4.03687798919869,4.0
18500,BIUBIUBIU,2,52.0,4.036776093303871,3.9
18501,mixiueuro,16,197.0,4.036663185173122,4.025
18502,JL-114,1,73.0,4.036519950468605,4.0
18503,Evchris,5,133.0,4.036494993333169,4.18
18504,Winter's Secret,65,208.0,4.036449685792576,3.804615384615385
18505,KEORMA,3,39.0,4.0364292638643695,3.733333333333333
18506,Erimberate,37,261.0,4.036388440769339,3.275675675675676
18507,Aebor,8,115.0,4.036363623945852,3.8
18508,Alvdis Jewelry & Accessories,50,497.0,4.036276300253027,4.106
18509,DTJEWELS,11,36.0,4.03627242756972,3.5181818181818185
18510,YAZILIND JEWELRY LTD,288,14113.0,4.036205151341446,3.992013888888889
18511,MUMIAO,1,74.0,4.036168797098714,4.0
18512,UOKMMXY,1,74.0,4.036168797098714,4.0
18513,Fashionlife&WaitYou,1,74.0,4.036168797098714,4.0
18514,L2jk,16,288.0,4.036144344191954,3.86875
18515,Bridal Ring Bling,38,5642.0,4.035991662248566,3.9421052631578952
